C,1,69,68,Antonia Godoy,1
C,1,85,68,Patricio Cullen,1
C,1,68,85,Patricio Cullen,0
C,1,69,70,Antonia Godoy,0
C,1,70,69,Antonia Godoy,1
C,1,49,69,Piedras,1
C,1,69,49,Piedras,0
C,1,70,71,Antonia Godoy,0
C,1,71,70,Antonia Godoy,1
C,1,83,70,Patricio Cullen,1
C,1,70,83,Patricio Cullen,0
C,1,71,72,Antonia Godoy,0
C,1,72,71,Antonia Godoy,1
C,1,82,71,Patricio Cullen,1
C,1,71,82,Patricio Cullen,0
C,1,72,73,Antonia Godoy,0
C,1,73,72,Antonia Godoy,1
C,1,46,72,Piedras,1
C,1,72,46,Piedras,0
C,1,73,74,Antonia Godoy,0
C,1,74,73,Antonia Godoy,1
C,1,80,73,Patricio Cullen,1
C,1,73,80,Patricio Cullen,0
C,1,74,75,Antonia Godoy,0
C,1,75,74,Antonia Godoy,1
C,1,44,74,Piedras,1
C,1,74,44,Piedras,0
C,1,75,76,Antonia Godoy,0
C,1,76,75,Antonia Godoy,1
C,1,78,75,Patricio Cullen,1
C,1,75,78,Patricio Cullen,0
C,1,76,77,Juan Maciel,0
C,1,77,76,Juan Maciel,1
C,1,77,78,Juan Maciel,0
C,1,78,77,Juan Maciel,1
C,1,78,79,Patricio Cullen,0
C,1,79,78,Patricio Cullen,1
C,1,79,80,Patricio Cullen,0
C,1,80,79,Patricio Cullen,1
C,1,74,79,Antonia Godoy,1
C,1,79,74,Antonia Godoy,0
C,1,80,81,Patricio Cullen,0
C,1,81,80,Patricio Cullen,1
C,1,108,80,Echague,1
C,1,80,108,Echague,0
C,1,81,82,Patricio Cullen,0
C,1,82,81,Patricio Cullen,1
C,1,72,81,Antonia Godoy,1
C,1,81,72,Antonia Godoy,0
C,1,82,83,Patricio Cullen,0
C,1,83,82,Patricio Cullen,1
C,1,71,82,Antonia Godoy,1
C,1,82,71,Antonia Godoy,0
C,1,83,84,Patricio Cullen,0
C,1,84,83,Patricio Cullen,1
C,1,105,83,Echague,1
C,1,83,105,Echague,0
C,1,84,85,Patricio Cullen,0
C,1,85,84,Patricio Cullen,1
C,1,69,84,Antonia Godoy,1
C,1,84,69,Antonia Godoy,0
C,1,85,86,Patricio Cullen,0
C,1,86,85,Patricio Cullen,1
C,1,103,85,Echague,1
C,1,85,103,Echague,0
C,1,86,87,Patricio Cullen,0
C,1,87,86,Patricio Cullen,1
C,1,67,86,Antonia Godoy,1
C,1,86,67,Antonia Godoy,0
C,1,87,88,Patricio Cullen,0
C,1,88,87,Patricio Cullen,1
C,1,101,87,Echague,1
C,1,87,101,Echague,0
C,1,88,89,Patricio Cullen,0
C,1,89,88,Patricio Cullen,1
C,1,76,88,Juan Maciel,1
C,1,88,76,Juan Maciel,0
C,1,89,90,Patricio Cullen,0
C,1,90,89,Patricio Cullen,1
C,1,99,89,Echague,1
